
id,TransactionID,Date,CustomerID,PartNo,Quantity,Rate,TotalPrice,PartDescription,Category,Source,VehicleMake
63307,9722,27-12-2023,CUST-715,PN063307,7,14.12,98.84,PCV VALVE,Others,OEM,Nissan
63308,4165,22-03-2025,CUST-333,PN063308,15,1.9,28.5,CLUTCH DISK,Others,OEM,Nissan
63309,2385,31-07-2024,CUST-278,PN063309,10,14.2,142.0,MAIN BEARING,Others,Aftermarket,Toyota
63310,2463,27-01-2025,CUST-342,PN063310,18,11.9,214.2,VACCUM HOSE,Others,Aftermarket,Honda
63311,4554,29-08-2024,CUST-180,PN063311,9,12.8,115.2,THERMOSTAT,Others,Aftermarket,Toyota
63312,9217,28-04-2024,CUST-864,PN063312,12,5.2,62.4,brake shoe,Others,Source,Nissan
63313,5397,27-02-2025,CUST-932,PN063313,4,13.3,53.2,brake shoe,Others,Aftermarket,Toyota
63314,3013,15-02-2025,CUST-673,PN063314,19,43.8,832.2,TRANSAXLE GASKET,Others,Aftermarket,Toyota
63315,3795,27-12-2024,CUST-621,PN063315,8,11.04,88.32,LINK ROD,Others,OEM,Toyota
63316,1967,04-01-2024,CUST-390,PN063316,17,14.2,241.4,GEAR GASKET,Others,Aftermarket,Toyota
63317,9957,29-02-2024,CUST-373,PN063317,8,25.8,206.4,BELT,Others,OEM,Generic
63318,3070,11-06-2025,CUST-956,PN063318,14,6.01,84.14,LINKS,Others,Aftermarket,Honda
63319,2247,31-01-2024,CUST-748,PN063319,4,23.8,95.2,COOLANT,Others,OEM,Toyota
63320,7535,04-08-2024,CUST-663,PN063320,12,3.33,39.96,PISTON,Others,Aftermarket,Toyota
63321,8170,01-12-2024,CUST-814,PN063321,19,6.26,118.94,PCV VALVE,Others,Aftermarket,Honda
63322,1609,11-10-2024,CUST-797,PN063322,20,2.8,56.0,TIMING BELT,Others,Aftermarket,Toyota
63323,4328,19-03-2025,CUST-244,PN063323,5,13.18,65.9,AXLE BOOT,Others,Source,Toyota
63324,5192,26-05-2024,CUST-331,PN063324,5,24.7,123.5,GASKET KIT,Others,OEM,Honda
63325,7536,23-12-2024,CUST-178,PN063325,18,5.7,102.6,GROMMET,Others,Source,Toyota
63326,1840,27-01-2024,CUST-861,PN063326,10,6.84,68.4,POWERTRAIN KIT,Others,Aftermarket,Toyota
63327,3252,20-04-2025,CUST-884,PN063327,4,23.8,95.2,IDLER BEARING,Others,Aftermarket,Toyota
63328,9723,31-05-2025,CUST-135,PN063328,18,12.3,221.4,THERMOSTAT,Others,OEM,Toyota
63329,1885,25-10-2024,CUST-570,PN063329,20,11.71,234.2,PCV VALVE,Others,OEM,Toyota
63330,9513,13-01-2025,CUST-942,PN063330,16,43.8,700.8,AIR FILTER,Others,OEM,Nissan
63331,7471,29-01-2025,CUST-959,PN063331,16,9.5,152.0,gasket kit,Others,Aftermarket,Toyota
63332,3583,18-04-2024,CUST-653,PN063332,15,45.0,675.0,LUBRICANT,Others,Aftermarket,VehicleMake
63333,8023,11-02-2024,CUST-864,PN063333,10,19.53,195.3,OIL SEAL,Others,Aftermarket,Mitsubishi
63334,7944,04-01-2024,CUST-503,PN063334,10,20.1,201.0,air filtration kit,Others,OEM,Toyota
63335,6144,08-11-2024,CUST-295,PN063335,7,5.7,39.9,BALL JOINT,Others,Aftermarket,Toyota
63336,9596,29-12-2023,CUST-153,PN063336,4,12.39,49.56,PartDescription,Others,OEM,Toyota
63337,7581,07-05-2025,CUST-536,PN063337,13,5.2,67.6,LOWER ARMS,Others,Aftermarket,Mitsubishi
63338,2171,20-06-2025,CUST-477,PN063338,12,14.7,176.4,PETROLLOAR ,Others,OEM,Nissan
63339,5498,07-07-2024,CUST-452,PN063339,6,16.89,101.34,SPARK PLUG,Others,OEM,Toyota
63340,1574,22-07-2025,CUST-657,PN063340,7,36.1,252.7,GASKET KIT,Others,OEM,Mitsubishi
63341,4061,27-03-2025,CUST-954,PN063341,4,5.09,20.36,LINKS,Others,OEM,Nissan
63342,3309,12-07-2025,CUST-940,PN063342,10,10.52,105.2,PETROLLOAR ,Others,OEM,Toyota
63343,8448,10-05-2024,CUST-248,PN063343,4,17.02,68.08,ENGMATE,Others,OEM,Toyota
63344,4242,18-08-2025,CUST-728,PN063344,3,3.4,10.2,LUBRICANT,Others,OEM,Toyota
63345,5520,21-07-2024,CUST-465,PN063345,6,36.1,216.6,THERMOSTAT GASKET,Others,Source,Toyota
63346,8112,19-02-2024,CUST-128,PN063346,11,10.72,117.92,WEATHER STRIP,Others,Aftermarket,Generic
63347,8490,25-09-2024,CUST-537,PN063347,14,8.2,114.8,shock assembly,Others,Aftermarket,Honda
63348,3793,07-04-2024,CUST-402,PN063348,2,6.1,12.2,STEERING BOOT,Others,Aftermarket,Honda
63349,1467,08-06-2024,CUST-120,PN063349,1,5.65,5.65,TIEROD END,Others,Aftermarket,Toyota
63350,3514,31-12-2024,CUST-340,PN063350,7,9.5,66.5,THERMOSTAT,Others,Source,Generic
63351,8853,25-10-2023,CUST-974,PN063351,14,17.08,239.12,BRAKE PAD,Others,Aftermarket,Toyota
63352,4261,12-12-2024,CUST-150,PN063352,5,5.2,26.0,"BELT','Generic",Others,Aftermarket,Mitsubishi
63353,9990,08-09-2024,CUST-503,PN063353,3,25.8,77.4,OIL SEAL,Others,Aftermarket,Honda
63354,5726,03-06-2025,CUST-738,PN063354,17,14.2,241.4,GASKET SEALANT,Others,OEM,Nissan
63355,4796,10-01-2025,CUST-330,PN063355,10,15.43,154.3,GEAR FILTER ,Others,OEM,Generic
63356,3487,10-03-2024,CUST-536,PN063356,3,18.0,54.0,AXLE GREASE,Others,Aftermarket,Honda
63357,9368,07-03-2025,CUST-170,PN063357,15,12.88,193.2,CLUTCH COVER,Others,Aftermarket,Toyota
63358,6901,14-01-2025,CUST-932,PN063358,14,15.43,216.02,BELT TENSIONER,Others,OEM,Nissan
63359,2437,04-01-2025,CUST-897,PN063359,19,2.88,54.72,Brake pad,Others,Aftermarket,Toyota
63360,1883,22-04-2024,CUST-654,PN063360,6,13.37,80.22,PETROLLOAR ,Others,Source,Toyota
63361,5366,13-02-2025,CUST-363,PN063361,14,7.6,106.4,GEAR GASKET,Others,OEM,Toyota
63362,5702,14-08-2025,CUST-496,PN063362,14,0.9,12.6,CLUTCH DISK,Others,OEM,Toyota
63363,5154,14-11-2024,CUST-804,PN063363,8,5.2,41.6,OIL FILTER,Others,Aftermarket,Toyota
63364,3114,23-10-2024,CUST-503,PN063364,8,5.2,41.6,BRAKE PAD,Others,OEM,Nissan
63365,7996,30-10-2023,CUST-245,PN063365,13,10.06,130.78,UNIVERSAL JOINT,Others,OEM,Toyota
63366,3734,04-08-2025,CUST-193,PN063366,20,2.3,46.0,valve cover gasket,Others,Aftermarket,Nissan
63367,5408,22-03-2024,CUST-459,PN063367,15,8.57,128.55,CLUTCH ASSEMBLY,Others,OEM,Toyota
63368,7243,19-01-2024,CUST-587,PN063368,15,5.44,81.6,CON ROD BEARING(U),Others,Aftermarket,VehicleMake
63369,2669,24-05-2025,CUST-423,PN063369,13,36.1,469.3,OIL SEAL,Others,OEM,Nissan
63370,3641,06-08-2025,CUST-418,PN063370,16,0.9,14.4,GASKET KIT,Others,Source,Toyota
63371,3328,15-04-2025,CUST-102,PN063371,14,7.6,106.4,OIL FILTER,Others,OEM,Mitsubishi
63372,7249,21-01-2024,CUST-138,PN063372,3,8.2,24.6,BELT,Others,Aftermarket,VehicleMake
63373,9828,21-07-2025,CUST-531,PN063373,4,9.5,38.0,PartDescription,Others,OEM,Generic
63374,4059,19-09-2023,CUST-444,PN063374,11,6.1,67.1,OIL FILTER,Others,Aftermarket,Toyota
63375,6266,04-06-2025,CUST-551,PN063375,19,13.21,250.99,BELT TENSIONER,Others,Aftermarket,Toyota
63376,9775,20-01-2024,CUST-383,PN063376,3,4.7,14.1,THERMOSTAT,Others,OEM,Toyota
63377,7814,13-07-2024,CUST-178,PN063377,4,6.1,24.4,BRAKE PAD,Others,OEM,Toyota
63378,4782,18-04-2025,CUST-836,PN063378,20,10.9,218.0,LINK ROD,Others,Aftermarket,Toyota
63379,5467,14-03-2025,CUST-398,PN063379,18,3.33,59.94,RACK END,Others,OEM,Honda
63380,2788,12-05-2025,CUST-804,PN063380,19,8.5,161.5,CLUTCH ASSEMBLY,Others,Source,Nissan
63381,4740,12-11-2024,CUST-755,PN063381,8,10.59,84.72,"BELT','Generic",Others,Source,Honda
63382,6985,22-01-2024,CUST-842,PN063382,5,10.86,54.3,WATER PUMP,Others,Aftermarket,Mitsubishi
63383,8314,24-05-2024,CUST-447,PN063383,9,12.8,115.2,CLUTCHDISK,Others,Source,Generic
63384,1358,07-07-2025,CUST-482,PN063384,1,3.4,3.4,SPARK PLUG,Others,OEM,Nissan
63385,7226,15-05-2024,CUST-361,PN063385,20,43.8,876.0,CON ROD BEARING,Others,OEM,Toyota
63386,5186,11-06-2024,CUST-407,PN063386,20,11.9,238.0,brake shoe,Others,Source,Generic
63387,6255,01-09-2024,CUST-879,PN063387,19,3.33,63.27,GROMMET,Others,OEM,Toyota
63388,2309,01-01-2024,CUST-461,PN063388,15,2.8,42.0,OIL FILTER GASKET,Others,OEM,Honda
63389,3037,26-01-2024,CUST-892,PN063389,6,3.33,19.98,BELT,Others,Aftermarket,Nissan
63390,8313,05-12-2023,CUST-147,PN063390,8,13.3,106.4,AIR FILTER,Others,OEM,Toyota
63391,2760,01-12-2024,CUST-257,PN063391,19,6.01,114.19,BRAKE PAD,Others,Aftermarket,Toyota
63392,5514,11-04-2024,CUST-227,PN063392,2,13.3,26.6,SPARK PLUG,Others,Aftermarket,VehicleMake
63393,1770,07-10-2024,CUST-593,PN063393,7,14.2,99.4,WEATHER STRIP,Others,OEM,Nissan
63394,6957,18-07-2024,CUST-178,PN063394,12,12.8,153.6,VALVE COVER GASKET,Others,Aftermarket,Toyota
63395,2806,20-08-2025,CUST-298,PN063395,13,13.8,179.4,CLUTEk,Others,OEM,Toyota
63396,4836,13-06-2024,CUST-118,PN063396,14,1.1,15.4,VACCUM HOSE,Others,OEM,Honda
63397,4418,22-02-2025,CUST-797,PN063397,6,3.8,22.8,CLUTCH DISK,Others,Source,Generic
63398,3939,13-02-2025,CUST-720,PN063398,10,15.06,150.6,WATER PUMP,Others,OEM,Toyota
63399,2680,06-10-2023,CUST-704,PN063399,10,11.9,119.0,VENTILATION VALVE,Others,Aftermarket,Toyota
63400,7345,13-06-2025,CUST-985,PN063400,16,12.8,204.8,UNIVERSAL JOINT,Others,Aftermarket,Nissan
63401,7545,12-04-2025,CUST-679,PN063401,14,16.21,226.94,BELT TENSIONER,Others,OEM,Mitsubishi
63402,9095,22-04-2025,CUST-985,PN063402,18,13.3,239.4,ENGINE MOUNTING,Others,Aftermarket,Toyota
63403,3145,08-02-2024,CUST-260,PN063403,4,13.3,53.2,GEAR FILTER ,Others,OEM,Generic
63404,7950,25-04-2024,CUST-434,PN063404,9,5.7,51.3,RACK END,Others,Aftermarket,Generic
63405,1787,01-09-2024,CUST-172,PN063405,6,19.31,115.86,VACCUM HOSE,Others,Aftermarket,Toyota
63406,2543,07-08-2024,CUST-599,PN063406,10,15.63,156.3,SHAKE HOSE,Others,OEM,Generic
63407,4390,24-05-2024,CUST-296,PN063407,12,3.4,40.8,FUEL PUMP,Others,OEM,Toyota
63408,2504,04-03-2025,CUST-398,PN063408,13,9.19,119.47,WEATHER STRIP,Others,Aftermarket,Honda
63409,2254,30-06-2025,CUST-801,PN063409,13,1.9,24.7,PCV VALVE,Others,OEM,Nissan
63410,9712,30-01-2025,CUST-142,PN063410,7,1.9,13.3,CLUTCH DISK,Others,OEM,Nissan
63411,9881,10-07-2024,CUST-547,PN063411,9,19.94,179.46,POWER STEERING KIT,Others,Source,Generic
63412,8985,18-03-2024,CUST-314,PN063412,9,3.8,34.2,UNIVERSAL JOINT,Others,Aftermarket,Toyota
63413,9279,14-10-2023,CUST-321,PN063413,9,3.11,27.99,RACK END,Others,Aftermarket,Toyota
63414,7308,26-07-2025,CUST-438,PN063414,15,13.96,209.4,BALL JOINT,Others,Aftermarket,Generic
63415,7324,13-12-2023,CUST-896,PN063415,9,4.43,39.87,RACK END,Others,Aftermarket,Toyota
63416,4560,08-05-2025,CUST-519,PN063416,4,13.8,55.2,STEERING DAMPER,Others,Source,Generic
63417,2559,26-08-2024,CUST-778,PN063417,10,6.1,61.0,GAS KIT,Others,Source,Honda
63418,7856,27-01-2024,CUST-237,PN063418,1,3.4,3.4,LINK ROD,Others,Aftermarket,Mitsubishi
63419,2852,28-01-2025,CUST-925,PN063419,12,9.5,114.0,BALL JOINT,Others,Aftermarket,Toyota
63420,6616,31-10-2024,CUST-972,PN063420,16,5.7,91.2,THERMOSTAT,Others,Aftermarket,Toyota
63421,3029,17-10-2023,CUST-119,PN063421,7,18.0,126.0,LINK ROD,Others,Aftermarket,Toyota
63422,5895,05-12-2024,CUST-561,PN063422,13,25.8,335.4,CHAIN TENSIONER,Others,Aftermarket,Toyota
63423,1517,25-01-2025,CUST-988,PN063423,7,14.0,98.0,POWERTRAIN KIT,Others,Aftermarket,Toyota
63424,9860,28-01-2024,CUST-940,PN063424,6,10.04,60.24,GASKET SEALANT,Others,Aftermarket,Mitsubishi
63425,9960,03-02-2025,CUST-196,PN063425,5,25.8,129.0,CLUTCHDISK,Others,OEM,Toyota
63426,8042,31-12-2024,CUST-785,PN063426,16,15.6,249.6,CLUTCH DISK,Others,Aftermarket,Generic
63427,1334,28-11-2024,CUST-993,PN063427,1,11.81,11.81,PETROL GAUGE,Others,OEM,Toyota
63428,7397,18-01-2025,CUST-336,PN063428,1,2.3,2.3,AXLE BOOT,Others,OEM,Generic
63429,3862,26-06-2025,CUST-725,PN063429,17,5.2,88.4,LINKS,Others,OEM,Toyota
63430,6175,02-05-2024,CUST-930,PN063430,6,16.65,99.9,AIR FILTER,Others,OEM,Toyota
63431,4093,05-04-2025,CUST-789,PN063431,19,3.56,67.64,FUEL FILTER,Others,Source,Honda
63432,5071,12-11-2023,CUST-633,PN063432,16,3.8,60.8,PISTON RING,Others,OEM,VehicleMake
63433,2645,20-06-2025,CUST-427,PN063433,12,3.4,40.8,SPARK PLUG,Others,OEM,Toyota
63434,3733,11-08-2025,CUST-274,PN063434,17,6.01,102.17,PISTON RING,Others,Aftermarket,Generic
63435,7051,21-09-2024,CUST-438,PN063435,16,10.56,168.96,SHOCK ABSORBER,Others,OEM,Nissan
63436,8187,06-01-2024,CUST-367,PN063436,19,14.66,278.54,AXLE GREASE,Others,OEM,Mitsubishi
63437,4754,29-08-2023,CUST-398,PN063437,4,5.7,22.8,UNIVERSAL JOINTS,Others,Aftermarket,Honda
63438,5763,19-11-2024,CUST-649,PN063438,11,8.2,90.2,CON ROD BEARING(UM),Others,Aftermarket,Toyota
63439,8592,15-10-2024,CUST-928,PN063439,17,18.53,315.01,FUEL PUMP,Others,OEM,Generic
63440,5767,07-05-2024,CUST-631,PN063440,7,3.7,25.9,BELT TENSIONER,Others,OEM,Nissan
63441,3302,19-07-2024,CUST-837,PN063441,20,11.68,233.6,BALL JOINT,Others,OEM,Toyota
63442,4818,06-07-2025,CUST-144,PN063442,2,5.64,11.28,common mounting,Others,OEM,Honda
63443,1680,02-12-2023,CUST-936,PN063443,4,3.48,13.92,VENTILATION VALVE,Others,Aftermarket,VehicleMake
63444,1823,03-01-2024,CUST-936,PN063444,17,11.86,201.62,PISTON RING,Others,OEM,Generic
63445,2094,22-03-2024,CUST-764,PN063445,4,8.0,32.0,BALL JOINT,Others,OEM,Nissan
63446,2971,21-01-2024,CUST-648,PN063446,6,3.03,18.18,OIL SEAL,Others,OEM,Mitsubishi
63447,6969,16-12-2024,CUST-509,PN063447,7,1.9,13.3,TIEROD END,Others,Aftermarket,Toyota
63448,9641,11-02-2025,CUST-901,PN063448,16,19.88,318.08,LINK ROD,Others,Aftermarket,Generic
63449,8181,08-11-2023,CUST-985,PN063449,11,5.2,57.2,PETROLLOAR ,Others,Aftermarket,Toyota
63450,5421,10-02-2025,CUST-543,PN063450,10,1.1,11.0,FUEL PUMP,Others,OEM,Toyota
63451,3075,16-04-2024,CUST-754,PN063451,4,24.7,98.8,CLUTCH COVER,Others,Source,Generic
63452,5403,05-10-2023,CUST-576,PN063452,15,10.28,154.2,OIL FILTER,Others,OEM,Toyota
63453,4996,08-03-2025,CUST-730,PN063453,18,2.8,50.4,THERMOSTAT,Others,Aftermarket,Toyota
63454,9428,17-05-2024,CUST-765,PN063454,11,12.3,135.3,BALL JOINT,Others,Aftermarket,Nissan
63455,9162,12-12-2023,CUST-393,PN063455,8,3.33,26.64,GAS KIT,Others,Aftermarket,Toyota
63456,4689,22-01-2025,CUST-205,PN063456,16,17.15,274.4,PETROLLOAR ,Others,Aftermarket,Generic
63457,3599,11-06-2025,CUST-462,PN063457,10,5.2,52.0,CLUTCH DISK,Others,OEM,Toyota
63458,1934,31-10-2023,CUST-921,PN063458,1,22.8,22.8,COOLANT,Others,OEM,Mitsubishi
63459,4031,11-12-2023,CUST-248,PN063459,4,28.5,114.0,THERMOSTAT GASKET,Others,Aftermarket,Mitsubishi
63460,5928,14-11-2023,CUST-218,PN063460,7,8.5,59.5,OIL SEAL,Others,OEM,Toyota
63461,1054,20-05-2024,CUST-167,PN063461,14,18.35,256.9,GEAR FILTER ,Others,OEM,Toyota
63462,7426,20-09-2024,CUST-714,PN063462,18,5.7,102.6,PISTON RING,Others,Aftermarket,Generic
63463,2324,18-01-2025,CUST-757,PN063463,18,7.6,136.8,VENTILATION VALVE,Others,Aftermarket,Nissan
63464,8407,23-02-2024,CUST-825,PN063464,6,7.13,42.78,CLUTCH COVER,Others,OEM,Toyota
63465,2945,21-06-2024,CUST-948,PN063465,17,6.47,109.99,LUBRICANT,Others,OEM,Honda
63466,1285,14-06-2024,CUST-280,PN063466,15,0.9,13.5,STEERING BOOT,Others,OEM,Generic
63467,4106,22-10-2023,CUST-794,PN063467,9,5.2,46.8,POWER STEERING HOSE,Others,OEM,Mitsubishi
63468,3656,28-06-2025,CUST-315,PN063468,11,10.16,111.76,FUEL FILTER,Others,Source,Toyota
63469,2444,24-03-2024,CUST-681,PN063469,5,14.2,71.0,GROMMET,Others,OEM,Toyota
63470,8815,15-05-2025,CUST-881,PN063470,11,10.32,113.52,brake shoe,Others,Aftermarket,Mitsubishi
63471,2825,30-05-2024,CUST-696,PN063471,1,8.97,8.97,CLUTCHDISK,Others,OEM,Toyota
63472,5954,10-02-2025,CUST-733,PN063472,5,7.6,38.0,GROMMET,Others,OEM,Mitsubishi
63473,8061,20-07-2024,CUST-145,PN063473,13,4.38,56.94,SHAKE HOSE,Others,Aftermarket,Toyota
63474,1139,31-01-2024,CUST-681,PN063474,6,3.87,23.22,LINK ROD,Others,OEM,VehicleMake
63475,4625,17-06-2025,CUST-428,PN063475,10,5.2,52.0,BRAKE PAD,Others,OEM,Honda
63476,1639,05-09-2024,CUST-147,PN063476,8,8.69,69.52,brake shoe,Others,Aftermarket,Generic
63477,8501,25-03-2024,CUST-690,PN063477,6,14.2,85.2,BELT,Others,Source,Toyota
63478,6559,05-05-2025,CUST-132,PN063478,6,11.68,70.08,air filter,Others,Aftermarket,Toyota
63479,3045,21-02-2024,CUST-347,PN063479,8,20.1,160.8,GROMMET,Others,Aftermarket,Toyota
63480,3897,06-08-2024,CUST-329,PN063480,3,8.5,25.5,SHOCK ABSORBER,Others,OEM,Generic
63481,4442,21-11-2024,CUST-466,PN063481,16,5.2,83.2,LINK ROD,Others,Source,VehicleMake
63482,9464,09-05-2024,CUST-132,PN063482,4,17.1,68.4,UNIVERSAL JOINT,Others,Aftermarket,Toyota
63483,9536,02-12-2023,CUST-518,PN063483,8,3.33,26.64,TIEROD END,Others,OEM,Honda
63484,1668,20-11-2024,CUST-541,PN063484,16,8.2,131.2,GROMMET,Others,Aftermarket,Mitsubishi
63485,4300,07-01-2024,CUST-640,PN063485,3,9.61,28.83,BALL JOINT,Others,Aftermarket,Toyota
63486,1872,18-07-2025,CUST-897,PN063486,15,24.7,370.5,coolant,Others,Aftermarket,Toyota
63487,7612,11-10-2024,CUST-507,PN063487,19,36.1,685.9,BRAKE PAD,Others,OEM,Toyota
63488,6684,18-05-2024,CUST-878,PN063488,14,15.04,210.56,CLUTCH COVER,Others,Aftermarket,VehicleMake
63489,6839,04-04-2025,CUST-216,PN063489,18,3.91,70.38,MAIN BEARING,Others,Source,Nissan
63490,9442,25-10-2023,CUST-449,PN063490,16,12.8,204.8,air filter,Others,OEM,Mitsubishi
63491,1352,22-02-2025,CUST-984,PN063491,3,2.3,6.9,FUEL PUMP,Others,OEM,Generic
63492,9520,20-11-2024,CUST-756,PN063492,11,4.7,51.7,BELT,Others,Aftermarket,Nissan
63493,2983,22-10-2023,CUST-667,PN063493,1,1.1,1.1,GROMMET,Others,OEM,Toyota
63494,5296,25-01-2025,CUST-938,PN063494,13,0.9,11.7,POWER STEERING KIT,Others,OEM,Nissan
63495,9762,11-04-2025,CUST-974,PN063495,3,12.8,38.4,UNIVERSAL JOINTS,Others,OEM,Mitsubishi
63496,3875,23-10-2024,CUST-770,PN063496,11,15.62,171.82,WEATHER STRIP,Others,OEM,Mitsubishi
63497,5348,17-09-2023,CUST-934,PN063497,10,1.9,19.0,MAIN BEARING,Others,Aftermarket,Generic
63498,5580,05-02-2025,CUST-132,PN063498,2,6.77,13.54,AXLE BOOT,Others,OEM,Honda
63499,8836,15-09-2024,CUST-741,PN063499,20,5.2,104.0,THERMOSTAT,Others,Aftermarket,Toyota
63500,8011,15-09-2024,CUST-936,PN063500,10,19.0,190.0,LUBRICANT,Others,OEM,Toyota
63501,6450,12-03-2025,CUST-953,PN063501,3,12.8,38.4,CLUTCH DISK,Others,Aftermarket,Toyota
63502,9420,27-03-2024,CUST-168,PN063502,16,13.8,220.8,PISTON RING,Others,OEM,Mitsubishi
63503,7737,16-07-2024,CUST-622,PN063503,19,6.1,115.9,TRANSAXLE GASKET,Others,OEM,Toyota
63504,5277,17-06-2024,CUST-442,PN063504,7,12.8,89.6,BELT,Others,Aftermarket,Generic
63505,1438,19-02-2024,CUST-351,PN063505,13,45.0,585.0,PETROL GAUGE,Others,Aftermarket,Honda
63506,2080,13-07-2024,CUST-823,PN063506,9,13.3,119.7,OIL SEAL,Others,OEM,Toyota
63507,4158,20-01-2024,CUST-275,PN063507,20,3.48,69.6,GROMMET,Others,Aftermarket,Toyota
63508,7784,17-03-2025,CUST-945,PN063508,4,7.6,30.4,MAIN BEARING,Others,Aftermarket,Toyota
63509,5378,17-10-2023,CUST-284,PN063509,5,25.8,129.0,OIL FILTER,Others,OEM,Toyota
63510,4240,06-05-2024,CUST-574,PN063510,12,2.3,27.6,air filter,Others,Aftermarket,VehicleMake
63511,9769,22-05-2024,CUST-244,PN063511,10,14.2,142.0,UNIVERSAL JOINT,Others,OEM,Honda
63512,3433,28-08-2024,CUST-453,PN063512,1,3.8,3.8,SHOCK ABSORBER,Others,Aftermarket,Toyota
63513,5888,15-03-2024,CUST-641,PN063513,7,8.5,59.5,"BELT','Generic",Others,OEM,Toyota
63514,8212,19-09-2024,CUST-346,PN063514,6,2.3,13.8,POWER STEERING KIT,Others,OEM,Nissan
63515,4849,12-05-2025,CUST-895,PN063515,17,11.9,202.3,FUEL PURIFICATION,Others,Aftermarket,Mitsubishi
63516,8329,13-02-2025,CUST-410,PN063516,20,6.98,139.6,LINK ROD,Others,OEM,Mitsubishi
63517,2436,18-10-2024,CUST-690,PN063517,16,12.43,198.88,OIL FILTER,Others,Aftermarket,Toyota
63518,7343,24-10-2023,CUST-184,PN063518,1,5.09,5.09,POWER STEERING KIT,Others,Aftermarket,Nissan
63519,4970,30-11-2023,CUST-357,PN063519,18,12.8,230.4,WEATHER STRIP,Others,Source,VehicleMake
63520,4767,02-02-2024,CUST-184,PN063520,14,14.6,204.4,CLUTCHDISK,Others,OEM,Toyota
63521,4474,30-01-2024,CUST-885,PN063521,11,8.33,91.63,THERMOSTAT,Others,OEM,Generic
63522,6213,21-09-2024,CUST-454,PN063522,9,11.21,100.89,THERMOSTAT GASKET,Others,Aftermarket,Mitsubishi
63523,7643,15-10-2024,CUST-521,PN063523,19,13.11,249.09,UNIVERSAL JOINTS,Others,Source,Honda
63524,6828,18-03-2024,CUST-640,PN063524,20,2.3,46.0,VALVE COVER GASKET,Others,OEM,Toyota
63525,7223,20-02-2024,CUST-795,PN063525,8,12.3,98.4,BRAKE PAD,Others,Aftermarket,Toyota
63526,1185,16-11-2024,CUST-569,PN063526,8,12.57,100.56,CON ROD BEARING(UM),Others,OEM,Mitsubishi
63527,4680,10-06-2024,CUST-732,PN063527,15,3.8,57.0,THERMAL STEERING KIT,Others,Source,Toyota
63528,4454,06-06-2024,CUST-149,PN063528,4,6.4,25.6,SHOCK ABSORBER,Others,OEM,Honda
63529,7502,09-09-2023,CUST-531,PN063529,16,14.2,227.2,CLUTCH COVER,Others,Aftermarket,Toyota
63530,9869,14-07-2024,CUST-357,PN063530,15,2.3,34.5,LINKS,Others,OEM,Toyota
63531,5609,31-03-2024,CUST-198,PN063531,17,9.19,156.23,AIR FILTER,Others,Aftermarket,Generic
63532,8953,28-03-2024,CUST-359,PN063532,6,5.29,31.74,CHAIN GUIDE,Others,Aftermarket,Mitsubishi
63533,3782,04-01-2025,CUST-156,PN063533,2,5.78,11.56,BELT,Others,OEM,Toyota
63534,6649,03-12-2024,CUST-726,PN063534,6,14.2,85.2,RACK END,Others,OEM,Toyota
63535,6157,28-07-2025,CUST-347,PN063535,14,9.05,126.7,LOWER ARM,Others,Aftermarket,Toyota
63536,9156,10-04-2024,CUST-712,PN063536,19,12.8,243.2,THERMOSTAT GASKET,Others,OEM,Honda
63537,2354,08-09-2023,CUST-880,PN063537,10,36.1,361.0,BELT,Others,Aftermarket,VehicleMake
63538,4135,20-04-2025,CUST-819,PN063538,20,10.3,206.0,PISTON,Others,OEM,Toyota
63539,7516,28-05-2025,CUST-594,PN063539,6,6.87,41.22,GEAR FILTER ,Others,OEM,Toyota
63540,4159,24-06-2025,CUST-660,PN063540,16,3.14,50.24,ENGMATE,Others,Source,Toyota
63541,6302,14-01-2024,CUST-344,PN063541,14,16.58,232.12,LINK ROD,Others,Source,Toyota
63542,8756,11-12-2024,CUST-973,PN063542,14,24.7,345.8,TIMING BELT,Others,Source,VehicleMake
63543,5970,21-06-2024,CUST-350,PN063543,4,8.5,34.0,LUBRICANT,Others,Aftermarket,Honda
63544,8565,06-09-2024,CUST-904,PN063544,3,18.04,54.12,OIL FILTER GASKET,Others,Aftermarket,Toyota
63545,9910,03-05-2024,CUST-597,PN063545,1,8.2,8.2,MAIN BEARING,Others,Aftermarket,Generic
63546,1797,13-12-2023,CUST-113,PN063546,2,13.3,26.6,OIL SEAL,Others,OEM,Nissan
63547,5651,02-03-2025,CUST-630,PN063547,13,1.1,14.3,PISTON RING,Others,Source,Toyota
63548,5313,16-06-2025,CUST-564,PN063548,7,5.09,35.63,TIMING BELT,Others,OEM,Toyota
63549,8775,05-06-2025,CUST-177,PN063549,12,25.8,309.6,LOWER ARMS,Others,OEM,Toyota
63550,7025,18-04-2024,CUST-687,PN063550,1,14.2,14.2,THERMOSTATE,Others,OEM,Toyota
63551,5628,10-07-2024,CUST-408,PN063551,6,5.7,34.2,BELT,Others,Aftermarket,Mitsubishi
63552,4705,12-11-2024,CUST-330,PN063552,14,12.26,171.64,BALL JOINT,Others,Aftermarket,Mitsubishi
63553,5974,01-06-2024,CUST-973,PN063553,8,7.01,56.08,LUBRICANT,Others,Aftermarket,Toyota
63554,7601,03-02-2024,CUST-661,PN063554,10,16.96,169.6,CON ROD BEARING(UM),Others,Aftermarket,Toyota
